House_Size,House_Price
1357,697015
2022,471531
2986,306811
1713,484763
2284,289983
1595,674055
1969,280707
1752,313664
1473,334606
2273,515995
2925,265025
2264,183766
3014,153162
1904,464749
3118,426264
3299,494977
1137,500709
2215,518283
1782,640801
1341,264582
1793,240515
2160,523349
954,633401
3311,289288
1707,391455
905,338004
2657,372609
1958,303400
956,155156
1109,409434
2851,174456
2085,646103
1317,340711
3157,346680
1686,437071
850,289186
3115,167586
2258,384828
3485,698700
2850,588544
2771,288177
2068,153401
1717,695252
1052,442281
841,480903
2621,431081
2278,577310
2734,468969
981,306598
2313,414441
1953,152630
824,684220
1972,595573
3470,521419
2605,636185
1913,568050
1387,359046
3102,480425
2127,401832
1056,501978
1639,610395
1137,375241
3328,166828
2119,155281
2548,565726
1528,455549
1928,642268
1603,376410
3148,214560
2281,600168
1982,305389
2295,372697
1653,187561
1369,672108
3496,359075
1826,277750
913,474415
3067,600987
1592,567914
946,416283
3369,153114
3096,496495
1112,383307
3085,699951
2713,380443
2565,175138
3005,647898
2652,202845
1193,391649
2357,209333
2949,551642
2196,403625
2771,328652
3220,367234
3431,327988
1934,323222
2992,245648
3186,693686
1003,279490
1775,445305
2514,569847
3065,198270
2575,375210
937,598798
1304,561680
3339,411900
2066,638072
1816,153861
2725,540449
1614,467771
2307,153905
2998,268930
3183,296825
2060,572385
1559,653373
2262,459938
2738,644993
2397,353861
3133,416823
1534,183117
2497,376629
3021,334478
2940,299968
1996,333245
2174,160556
2300,668906
1423,232138
860,201035
2700,661072
1416,288125
1303,495559
3144,297134
1043,258434
2981,477766
2142,186044
1607,651547
3042,324953
1631,349202
3018,469310
1780,550603
1422,674576
3145,362339
1107,579893
2223,177812
2367,261723
2026,349899
2686,304925
1984,339376
3201,183219
3069,535162
1166,547797
3114,378659
1125,472208
2665,680165
2893,681275
1509,377539
1263,203002
2130,601826
1036,454041
1037,642690
1097,362883
1705,374586
1039,614861
1384,347867
3363,678758
1974,508226
1233,611030
3343,288485
2545,207158
2951,239498
2376,349766
2030,635717
1208,468857
2154,239968
2514,343347
3005,510646
1652,603626
2545,204329
3311,222038
1953,399909
3075,395583
2233,529768
1998,675968
1329,552010
1875,168826
2145,184253
1956,240049
3412,280044
2768,617455
2812,497996
1130,359500
2642,388282
1306,630388
3255,416622
1635,428818
864,527027
2640,395618
3240,599821
2741,561854
989,440081
2145,269984
2061,626704
2126,166171
3443,238547
1021,585118
2167,600803
1499,276579
1479,451054
832,292204
3029,162275
3115,503764
1410,631775
1599,427700
2113,267795
2490,335837
2122,432453
3055,406018
872,174750
2210,314923
3259,379084
1827,496475
3069,225229
1453,230574
1130,166264
1176,420544
1395,417178
3219,212673
3358,156186
1224,246805
1875,474458
1797,450277
1269,533922
1190,295187
1457,474792
1691,306719
1544,315498
2372,615302
980,327946
3453,450719
2886,615830
1250,258886
1813,638910
3065,374681
1374,185222
890,615741
2093,660132
1963,354915
2195,422136
2253,263013
3315,254460
2745,481418
3450,649918
2868,525829
988,219404
2281,316363
2182,540373
831,557891
1412,611834
2137,642526
1213,456259
3043,474142
1955,527158
2567,681144
3200,411791
1577,680166
1744,280936
1648,570046
2810,258566
1888,599171
1580,453051
2756,298418
2341,632362
980,492123
3155,618536
2349,626619
2048,393984
1063,475635
816,592763
1721,245785
1662,683471
1282,448683
2011,633453
2309,405750
3041,277418
2175,256036
1744,500865
1160,662602
3044,483660
2935,555852
3311,407469
2214,649724
919,190291
1610,527388
1156,263703
1176,560308
3333,404306
1063,202213
3185,597021
1714,593767
809,150384
1047,524288
2448,281180
2826,603092
908,320453
2773,346581
1425,153952
2440,590126
1421,583470
3456,221171
1631,340101
2380,582739
2378,636122
3465,202634
1127,494383
2149,659314
1612,692857
3068,174332
3188,531995
2145,559890
3176,567831
2358,617350
1373,418224
2830,236285
1111,630443
934,205106
1506,555806
3226,479495
949,279135
897,261741
1326,363340
2171,544981
2833,617363
3244,550225
1450,326768
1731,667704
1274,233131
1560,255641
1964,300520
817,165857
3359,474046
2920,587527
1890,559278
3110,693588
2195,587851
1460,150714
1159,516246
1145,372445
1905,386324
2051,257505
3394,228443
2717,494648
1088,196725
1877,564050
1011,536413
1841,151652
1188,204739
1427,566509
1054,582390
2479,559401
1957,255003
2876,555882
2901,630707
1882,324443
3410,526620
1413,620386
2592,629158
2891,433137
2657,693390
2193,614169
1155,307256
2256,338944
1694,542605
2869,316081
3007,157855
1981,284597
2295,521245
3013,519557
1407,370828
1947,541114
1670,679434
3080,441354
1346,530962
833,663102
3302,438076
820,220015
2364,587975
1009,239733
2593,355778
2369,270498
1184,426236
3279,579285
1987,655967
3211,415257
922,195370
842,643401
969,689407
842,275683
2855,430337
1273,457055
2133,644189
2450,668895
1173,284055
1207,361064
1983,504470
1374,639552
2834,570365
1181,176997
2040,669323
3285,660504
1644,251515
1360,186001
1704,413480
2859,629184
1027,284078
2141,170179
2703,367944
2279,172337
835,651796
2679,239846
2558,657473
1636,550005
1949,215098
2755,529682
3042,162170
1368,520551
3066,619804
2766,368696
1282,679324
1362,287259
1801,300507
2496,500351
2385,228018
1869,286514
1861,470937
1004,581291
1797,270363
2631,206943
2582,162893
2796,661039
3128,524982
1229,409517
1847,301546
1863,333386
2420,203800
3115,281376
1832,669582
2678,594922
1142,184038
2988,382440
2887,338614
3203,511131
3389,657855
2084,553067
1603,671307
2949,593370
1522,221577
3223,248208
2988,359929
1569,162371
1177,289682
1444,627861
2669,518726
2081,527732
2801,342800
1546,202837
1784,276657
2263,588664
1979,616976
1866,410625
1671,347794
961,601502
1484,228457
1634,395294
2585,498823
3325,551795
2680,532633
871,567790
1970,322107
2664,605380
3028,549386
2564,215422
2910,532944
3031,656393
2206,396157
2750,495343
1514,615625
2172,555438
2251,545201
2855,549064
1937,504823
3443,298531
3057,485107
1825,479513
2434,656099
3010,598605
1186,537458
2966,439942
2760,258133
3432,528758
1000,197672
1445,673721
1000,612665
1664,335901
1976,173356
1489,297078
850,398846
2506,345663
1644,213448
2499,156012
2168,300144
1970,517291
2384,537734
3408,466722
1424,264209
947,388335
1977,304072
2428,589477
3170,403381
3123,638110
840,494021
863,239027
1598,372874
2697,327520
3021,208400
2551,659822
1312,674794
2330,469728
2378,450071
1351,268780
2000,197300
860,662328
2385,202327
2565,183857
1663,280819
3488,208510
3145,667512
929,463298
1386,654262
1957,273649
2916,581198
956,405603
908,619302
1874,658427
2324,313895
1386,181263
2114,339586
2717,156178
3009,183091
1291,191867
2653,172801
2336,171307
1487,595502
1424,236370
3116,354304
1568,484548
1570,498501
2665,347289
2237,390807
2866,180591
1408,315809
907,288852
2759,440435
2288,408032
2967,295323
879,361522
3498,290656
2298,271830
2485,230187
2932,195164
993,207078
1792,645160
1948,635971
1837,604737
3141,619538
3040,322664
1279,439038
882,158085
1538,671089
2748,189518
1025,260520
3048,442689
1231,574943
1785,403519
1979,329733
1927,374723
2589,641015
3181,519936
1077,229292
2554,194141
1240,543906
2771,555764
2866,219297
3332,587878
2307,491441
1482,306141
2265,520263
1358,234900
1614,573323
1017,282246
888,534795
2789,533378
1181,238203
916,419805
1444,185126
2299,524033
2202,426493
1475,349636
3319,555462
1810,433241
3158,153642
1926,169009
2931,306826
1833,567403
1788,577690
2157,578378
1484,487413
1311,467359
2308,356354
1009,693482
2298,425501
1813,696196
1637,275311
1803,212007
1215,371174
1108,595693
3113,510833
1043,273141
2143,313828
1437,197629
3469,167945
1042,616022
1758,352148
1982,655360
1429,257515
2370,506532
1524,578738
2359,168956
1165,423236
2318,261199
1739,538770
2582,168404
3288,526869
1750,505771
3028,673931
3104,629457
2552,319489
1488,533915
3120,619059
3452,211936
2686,671875
2880,518333
1387,609565
1565,324472
1983,181731
2770,681552
2058,469959
812,239277
3408,609826
2904,697189
2155,388509
3107,354180
2782,249133
1677,659813
1919,209731
3459,583496
2965,485984
3289,584643
1261,157457
1186,274968
1621,652085
1063,438519
3076,666411
3007,229596
2384,198655
1759,661646
2356,426420
2236,462128
1741,694796
2704,497066
2242,486385
2518,414544
2931,407440
2116,256886
1519,604538
3332,475282
2855,644156
2769,621356
1192,417499
2666,208809
3068,494651
847,549970
975,488786
1794,605643
1338,355223
1137,337538
2354,297961
2671,577178
956,329851
2170,252903
892,351233
2073,204436
3286,604235
3020,218348
2802,236223
2841,363718
1196,633678
1968,468694
3366,314826
1343,388272
3185,621184
3475,557755
2443,442801
2622,220533
938,359505
1123,432991
966,606340
3459,406030
3319,501390
2099,287656
3281,255086
2637,419213
2249,433930
2933,536874
1802,393292
3076,469450
2493,504644
928,171362
2693,400183
3376,444469
1953,540104
1625,377200
2630,306959
883,306904
2983,421752
1166,213104
827,367565
1846,263114
1562,645247
1334,488899
2165,528567
2505,244028
1221,568162
1397,604398
3288,566740
2689,435253
1550,239534
2974,465708
3028,592234
3184,187596
2781,626194
1542,247956
2553,299373
2475,443767
1003,684883
3175,520973
3118,327048
1518,554642
2660,174182
1323,559205
1920,190640
1633,652469
1453,544269
2087,153047
1469,642586
2279,516622
2587,295670
2029,308498
3079,330292
2837,177489
1679,392173
2738,392107
1979,673793
2725,674001
3434,211769
1296,252946
2675,567263
2200,335569
2365,420006
1215,239735
3088,435846
1247,562456
2444,321839
3062,520962
2713,695306
2775,578963
942,295769
2826,511415
869,453026
2612,452585
1248,282465
3292,235052
2338,426036
1799,591592
1883,648539
1258,698667
3225,311180
1114,463587
1502,678675
2560,319740
1098,681677
2247,543240
2160,153965
1166,320428
1439,589138
2580,265188
2963,239322
2630,593000
2956,158453
1851,524360
1784,260796
3459,566001
2521,375092
1290,173847
1167,339981
2157,678185
3250,400979
3221,696487
2990,206595
1556,685810
1924,662041
1835,558267
1082,307389
1207,439559
1905,423233
2540,323038
927,552014
1669,169911
1357,224296
1837,436057
2213,453194
2518,541354
3290,317959
2270,612752
1590,362580
1041,325987
1884,206486
1153,255885
1610,461899
3161,670409
1585,615853
3224,544507
3007,522833
2882,548814
3278,265405
2047,405797
1789,189942
2797,669918
2847,557320
1978,252212
1475,326518
965,626254
816,319134
1467,629823
1194,168441
901,480733
2534,551179
2600,365672
3154,698689
1040,505369
3476,169971
1635,389522
1929,614941
2865,441239
1670,395046
1150,369092
3335,633118
2377,569736
2739,671068
1976,697028
3133,488460
2705,420396
2531,681358
1999,647051
1841,535260
1443,660360
2968,313461
2292,164945
1543,363802
2140,645304
2739,601580
2702,499954
2626,435187
3214,655221
1819,683916
2071,178182
2504,616132
3277,341516
3187,521601
831,587393
3126,580565
1407,289409
1097,646402
2957,377843
2967,615316
1049,549081
1985,347023
2834,521525
2724,386520
1911,453219
3119,193396
1908,646350
2525,234313
1075,155100
2422,476313
2864,156606
1132,319359
2454,549490
1601,364209
1084,478662
3364,520849
1497,568715
1990,373016
2054,180164
1427,432332
3233,225945
1203,182680
2219,216229
2026,314831
1364,432261
2838,602690
899,540828
1482,345737
846,497961
3270,456302
3173,396824
3320,280361
1874,435304
2816,642602
1554,297220
894,640892
2826,394151
974,170346
1083,388090
1832,397517
1702,441015
1618,242445
3391,275519
975,363264
2288,275731
2487,599506
3173,239234
828,413551
2179,594478
1563,670203
2969,592030
1039,301483
1942,252579
2847,513777
1952,261045
2841,312221
1756,565239
899,180788
1584,576042
3044,607872
1973,200042
1630,695408
3253,432535
2385,277232
958,563237
915,199041
1761,624570
1390,268671
2713,308462
2102,588306
1654,521793
1127,252852
1329,478827
2314,320117
3351,403488
1239,217312
874,225400
2530,274234
1142,236090
3456,566224
1564,386916
2086,216483
2254,614971
3217,493438
880,402476
2963,194226
3215,461837
1439,401035
1281,329424
1311,427421
2771,687460
1555,556894
2136,459181
2851,550052
1411,528258
1840,403977
2340,423166
2902,683429
874,290377
2469,299291
1192,470599
1218,416435
2024,640521
1533,644150
2362,299284
1750,517021
1712,696709
2947,333693
1379,221124
2678,639054
2419,460112
3055,232487
1757,506174
2392,234481
2625,248268
1098,380562
1314,649893
3114,427890
1304,654230
3471,623559
1715,479382
2462,290862
3372,557942
2969,403488
1790,255126
1618,271410
3075,562145
3075,695579
3026,207614
3180,656458
1224,619467
3096,605224
2984,550050
1718,605144
3253,372465
1171,157788
1510,344650
3451,492107
1564,593900
2063,303267
1126,517209
818,640949
2572,353137
1556,420185
3150,675385
1046,592662
920,635379
2129,546003
3456,358320
1743,342580
936,517420
1963,455234
1030,511473
2402,573260
2007,587797
954,630001
1368,510220
2182,444251
1795,210973
1078,300662
3305,321778
2849,598145
2809,503591
1260,549710
1063,544262
833,688012
2955,581678
1124,477154
1714,232740
1779,391725
1345,210440
3347,635165
2108,563598
1623,651840
1204,590951
1627,251364
2779,216112
3400,527585
2589,252246
2555,166275
1361,360508
2418,414465
1748,586697
1483,498827
2728,204719
2118,680180
3091,241888
1805,602062
969,498715
982,559659
2901,172714
1258,268282
3128,164318
1583,225765
1716,162066
2036,367304
2186,427659
3134,365105
3286,538079
3183,232584
2909,635682
995,544455
3242,249928
3462,300429
1737,313388
3291,514411
1549,593799
2552,405336
1932,491668
1963,203111
1179,531791
3131,481063
2467,309193
1852,672528
3231,530662
2931,232731
3363,595053
830,490799
1331,618014
1254,194270
2069,344447
998,625528
2318,670057
1026,484391
2323,163416
3249,605886
2463,506204
857,604575
1938,391020
1100,165839
2014,618565
2588,263919
1195,615146
2436,455332
2471,672191
3052,252276
2283,448748
2714,392941
2432,598831
3286,284682
934,245847
1357,208830
1152,653665
2363,457854
1423,254722
804,346018
1351,178847
1485,168892
2060,307312
1917,194185
3328,478973
3077,466343
2034,318751
2163,334873
2931,515772
2436,200868
2719,197201
2039,432121
1483,176378
2712,160768
2265,187242
819,434489
2595,508673
899,197199
3462,571297
2569,699575
3148,356356
958,640054
2870,446011
1416,255902
1058,272818
2705,342312
2083,277937
1995,299121
3235,487494
2920,620980
2538,391187
2387,191115
3100,440854
3148,676551
1342,225818
3453,588662
2288,157420
2719,501780
1684,344312
1368,610231
939,154388
3133,536715
1902,355846
2520,460499
1880,376434
2774,272023
3291,619788
1088,601779
1869,558500
1287,346189
1273,195893
2622,554356
1595,157109
2539,275540
1590,460864
1457,522507
2082,538482
2420,259283
1360,199790
1608,183859
3285,506338
2519,384723
2075,688209
3170,684655
1301,625038
2552,263669
1456,428789
1190,467646
2359,364865
2248,295179
2495,654808
3331,522069
2926,510908
1858,238313
3252,435763
3072,444586
850,230443
2281,375033
2926,664911
1864,314607
3119,182671
1600,553624
1812,230194
3445,305400
2850,229773
3347,182445
2294,398153
1992,214012
2556,575513
1660,153489
2749,530634
1325,491241
1356,462753
2528,264246
2089,385619
2767,166204
3373,482087
897,357299
3303,377410
1433,582210
2636,338388
2384,380764
1329,493510
1180,650975
966,310265
3213,688633
1622,286004
1346,544735
3230,648420
3316,173625
2948,202107
1307,281070
3400,665112
1540,189800
2951,556336
1706,405448
2086,227062
3176,628517
1485,298905
2193,308138
1394,469917
2122,283273
2845,510340
1953,533844
1079,381871
2990,342955
2838,619218
2095,430736
3230,545399
2504,478335
2848,314767
1999,658268
1963,550419
1413,550647
3141,379497
2185,423290
1092,587452
1498,635094
2265,396700
1221,303075
1773,641024
1816,172131
2168,622130
1727,693546
1895,307930
1540,598534
1869,499298
1527,417784
1294,305291
1415,528447
2270,520663
2665,639724
2737,429739
2888,654448
907,343892
1812,605105
3459,245515
2083,603697
1731,370932
1358,423411
1965,391208
2905,192027
1098,365685
2194,448064
2966,170429
1049,404826
1632,400479
1913,484076
2320,268492
2987,166863
3244,504776
1410,433869
2611,417204
2568,521546
3085,697493
3491,575061
959,456451
968,491076
1492,690188
2411,453547
2633,589395
3307,514191
2497,549195
3445,697179
2214,245447
2272,162328
1147,263980
1804,617459
3118,272769
2486,261287
1976,448084
3424,186004
2818,371537
2709,649924
2880,481297
864,697176
1113,529670
1324,573213
1666,236740
1092,286463
2195,521822
2257,238534
2560,534199
2181,156787
1725,547366
2905,577365
2267,331990
2434,410367
3081,159143
3347,596553
1739,294581
1868,273375
3359,169429
1925,513544
2163,327155
1689,192853
1430,656855
1036,641184
3152,497720
3280,331585
1005,421125
2081,301329
1180,178660
1210,588725
2046,459583
3306,586677
3162,354351
2002,658902
2829,643390
2276,223931
3313,469788
1986,513188
1738,576090
2925,397142
2175,589418
2852,214741
1834,662451
1048,315680
1779,546675
2450,365755
1574,197896
1057,452305
2528,503372
1364,353103
1097,577676
2412,202235
2695,603945
2941,441038
1351,687949
2968,608799
2415,426449
1551,242624
1416,293306
2271,645534
1751,220506
1021,587342
3021,210246
834,204580
2261,274378
1337,483126
1928,171619
2496,250433
2537,166981
1380,225912
2012,291831
2352,314977
1538,486264
1593,422840
2454,496108
3276,494313
1602,242420
3421,600584
3228,302722
2305,601001
1123,404562
2584,585577
1220,178072
847,695093
2757,225785
3249,289175
2502,661243
2880,504460
3082,689062
3242,464264
2217,186648
3187,163353
1367,211790
2828,503019
3195,393923
2936,467516
2442,300677
2857,447848
1360,648190
2690,641365
3301,573435
2752,610224
1781,215875
2900,268139
3112,255733
2446,181911
1997,283680
2156,604546
2618,453983
2080,505865
2143,418997
2149,600863
2983,605541
1881,185498
1492,352322
1510,646616
1618,179679
1946,374932
2701,297101
1293,612531
2808,324191
2710,169301
1091,331569
1309,298706
2320,172595
1404,234968
946,254087
2750,383979
1749,203096
1615,458281
1792,213832
2771,651162
2345,368649
3151,275045
3180,459379
2458,377745
1066,530314
2270,417276
2201,350920
920,291833
3399,191378
3231,685598
2107,460209
2808,607827
3294,172591
1431,226128
974,180194
2631,382243
2306,189015
2656,482258
2535,564961
1877,441913
1926,638378
2210,237368
2238,261074
2091,219046
1799,247546
3340,431842
2310,331195
1489,588304
1159,370247
903,660628
3491,380272
1357,419520
1819,155660
2348,237726
1557,691645
2593,633335
2369,528291
2178,300662
1930,542576
1134,365938
2946,384495
1625,657227
1182,528328
1768,171642
2697,411113
939,289636
2185,511690
2743,684613
2415,592909
806,675877
2639,521313
2784,434110
2014,567473
1022,202035
810,408076
2468,565691
2358,661633
2218,431581
2347,306318
1282,191872
1413,355299
1694,471255
1949,404180
2742,671280
3265,384202
2338,358337
1254,168663
3325,686849
2440,167769
1145,323742
1039,381583
1799,210652
1965,274202
1400,377495
2303,392053
2252,217894
3415,476480
2533,268493
2119,304141
1713,673002
2283,212171
1974,450479
3196,178840
1556,370523
1199,239117
2725,286878
1254,557241
811,609898
2269,658797
3500,647704
1827,616609
1421,436475
2658,287928
2836,324647
1946,418246
2014,359286
1879,641832
2094,255640
1542,253061
990,692151
2544,394453
1273,234559
3428,357688
873,590766
3352,467887
3132,188455
1066,691134
2347,196259
1327,263265
2675,649241
3315,310240
2364,649340
1229,460876
1500,445719
2627,372947
1516,188112
2627,290131
3243,530210
2089,506635
2672,385659
1723,552129
2530,639666
2112,311974
2318,489596
1205,675881
1294,510962
2771,679329
2930,620619
1621,318765
2536,558414
3313,432311
2997,670754
3247,361584
2316,677065
1479,171518
2752,417136
2167,422151
2494,261923
1625,558810
2062,437479
1264,287915
1773,377290
2279,419272
3416,195460
1460,614372
3413,290971
1815,173481
1724,688301
1159,372613
2488,307233
2352,653585
3085,251644
1639,409940
1351,649066
2683,552388
2004,602540
1153,279955
1022,290392
953,393929
1392,357111
2537,391957
2813,366495
1465,178937
1716,585072
2322,530537
1516,344788
2587,245943
1756,465893
3035,457504
1910,229048
2308,560726
915,439016
2570,299695
2522,620152
1880,162327
2171,607844
1683,423911
1032,200674
2409,270051
3368,520114
2691,648202
2755,383236
1283,598244
1561,172764
1126,518664
1778,438686
1839,157777
3288,243403
2042,559816
2972,511947
1029,359306
1846,361280
2896,652187
3398,152326
1633,190162
1816,185297
1701,353652
2619,537930
849,602129
1146,694365
2875,470580
3412,630765
1756,610231
1858,671787
976,389613
2235,503071
3085,613077
1569,151012
3094,215576
1836,377073
3055,440463
1686,632641
3362,454670
3048,331725
3383,349685
987,213370
3435,219671
2202,474483
2002,687940
2005,666613
3091,266981
979,288239
1223,199655
3402,613986
3448,624733
2288,197428
1830,266243
1937,560515
3365,241740
1413,332237
3356,452388
2722,203022
2840,652663
1284,535135
2118,415600
3313,406479
2145,421840
2402,518975
1956,241963
1222,243180
1754,416145
1176,226124
2935,315969
1263,268661
2613,240001
2926,214815
3269,508875
936,298546
1105,391231
1806,256969
987,330540
1516,513319
3311,294922
2682,590848
2570,566996
3214,540237
3048,166226
929,330396
2798,309096
3376,330944
2170,607973
2428,528687
2302,304956
2951,404342
962,198361
1416,589620
1228,600596
931,213999
3309,493453
1857,649508
1221,510817
3493,507906
2969,327304
1833,582796
3304,175641
2541,413937
2281,290902
2776,499330
1651,687330
1061,492964
3401,245875
1722,582085
1502,664460
3291,229385
1322,676701
2130,625482
1530,642955
2689,692591
958,607060
1413,636646
1465,261156
1911,188366
2485,355073
3345,503197
1982,210765
2227,372642
1493,493272
1312,393465
1144,213613
3345,670645
2272,334002
3321,578654
3469,209205
3274,341166
1430,587139
3236,380544
2586,389875
2530,246012
1483,661061
1992,395592
2068,500971
2883,221180
1643,524576
844,540756
1479,236645
1530,434581
1904,227668
1492,302645
884,259009
2648,629508
2757,284189
1393,589854
3276,178155
2329,473899
813,531759
2084,316230
849,215366
2960,595489
828,428473
1408,507818
2294,172841
1861,150418
2831,324562
2948,502448
2120,163109
2281,219675
2898,570930
2617,596622
3215,686741
2470,524165
1266,290639
850,641824
3059,645352
3274,635879
2822,155808
3253,480277
1536,567497
2886,486332
1469,390035
3233,490323
1510,429969
3080,307019
1879,400353
1482,305650
1241,432937
930,236961
1936,478579
3429,565557
2672,522804
1402,361686
2348,578253
2438,393336
3125,500671
2908,204605
3288,525008
1601,242372
1061,410049
1783,576642
1257,206216
2551,545012
2282,580477
2721,282441
2401,153942
3168,579417
2099,227906
3195,351580
3126,342393
3451,424914
1707,636099
2914,527333
2131,614413
1988,503279
2761,525885
2518,518696
2645,416669
1844,305225
3201,686544
1193,519728
3396,619133
1422,552668
1973,650513
1647,338756
2071,570715
3463,519062
3162,668790
3275,502870
2852,336539
2775,673643
1425,446376
2528,335697
2408,509793
3152,658267
2851,418744
1668,491013
3264,411994
2442,497152
3286,670858
3085,633448
2978,331931
3083,586273
2952,645632
1455,432799
2108,259246
1030,314243
2996,685984
956,253690
3149,296951
2849,224223
2543,672821
1315,584704
2094,551540
2183,549690
3385,226674
2849,317566
2797,369379
990,360935
2011,155712
3363,169799
1854,604033
2950,153212
2182,154332
2022,251854
1102,459608
2625,672738
1590,516935
2174,300924
1095,650612
1536,545787
907,224255
2566,397937
1056,444419
3485,295284
2914,460514
2918,562477
3194,360423
2818,516013
1831,507801
2129,364319
2190,501401
827,474261
1784,614637
2260,522636
1061,414190
1449,639620
3122,493010
1077,651956
1701,585665
2093,384737
997,682980
3192,242554
1415,464211
2702,502829
2699,466875
2701,251852
3346,479681
3412,608037
1662,419660
2080,179467
2614,185733
1142,663697
3306,449422
2517,451253
2295,432972
2636,329313
2595,362734
1592,640503
3434,559554
2193,238373
1239,468000
2404,339473
1952,658821
3278,553094
1139,598532
1242,370369
2968,401500
2001,193044
2271,531614
3045,220756
2758,271553
2584,270280
2669,635650
1587,438551
1382,468924
2472,174699
2228,413459
3398,506946
3242,306221
1353,578266
1455,508055
3074,335227
1560,327969
3315,560015
2532,344330
2625,669854
1846,420334
2945,369538
2481,455182
2545,298890
2060,294509
2592,518699
2606,497604
2273,324036
3002,192636
2525,155429
2440,299727
1216,407574
2409,689446
1774,396561
1845,212353
3063,635853
2928,296945
1942,597934
2742,352116
3267,212201
1585,450527
3068,569957
3062,153952
1306,391942
1240,409688
3285,649549
2020,315736
2897,288488
1411,261916
3139,369482
1360,598988
3411,593329
2378,382438
880,690922
3357,187695
949,231292
2183,275466
1829,371722
1095,500735
1341,474843
3255,304673
2592,247453
3421,630708
2934,441196
2192,286583
1547,356134
1609,605779
1120,232583
3215,174504
2143,493071
2572,674889
3054,662156
2348,442261
1493,236195
1066,253946
2764,634550
1368,390872
2795,649739
1340,410204
2925,444485
1695,469538
1678,584175
2639,571313
2476,241484
1606,514233
1556,498409
1170,328877
3245,266709
2105,679420
2053,605265
3327,277054
2518,153106
3447,652740
2870,388594
2097,569364
1677,295307
3366,663508
956,283401
3311,625764
3200,407236
1928,674131
3129,542516
1666,320936
2591,418283
2272,666551
2634,620899
2499,217237
1972,491854
1661,586957
1061,370891
1698,638079
1847,486796
1459,274589
2452,698934
2271,314913
1822,582673
934,404410
1703,298113
3146,308928
1253,429758
3024,173343
1071,346179
1769,343614
2966,446506
3400,191728
1476,390542
2750,699870
2643,233563
1934,191601
1129,217255
3061,408109
1183,263606
1521,321298
845,611423
3340,183590
2227,651719
2526,550044
3475,338792
3409,667739
1571,310285
3276,226923
2469,378519
1742,347549
2448,270892
2931,567982
2222,541299
1570,151600
1764,266104
851,168040
2447,224038
2427,631989
1201,354763
2136,671748
1295,259719
1195,680589
1145,295858
3040,444507
1305,285295
3304,542618
2206,159444
1052,475982
3227,469771
1781,474005
2600,539005
2363,305440
3310,415312
3105,514986
3441,151018
999,544155
2793,492441
1218,397434
2239,441901
2728,366649
1170,164312
3320,530481
3270,634777
813,257233
3064,218486
1779,349125
3247,693088
2473,561286
2468,475597
3229,314819
2786,610808
2422,395500
1964,477137
2554,443416
3409,670192
2132,190359
1045,360237
1472,621737
2372,454666
2017,467056
2176,502646
1954,341033
1742,151358
893,419341
2805,396836
1597,219576
3492,321300
2097,515700
1522,341450
1165,272495
1224,634321
3458,623854
3163,573946
3024,440252
3175,353503
2028,339012
2924,544052
1294,629074
2582,412011
959,384532
2247,242866
2346,685876
2942,486409
2129,366466
1018,482575
2189,544186
3383,486140
2327,281421
3265,444447
3281,460060
1561,531936
2028,366775
2739,195863
3354,247622
2716,567503
1126,663525
3372,331292
2956,406384
863,482602
1522,182633
1350,329894
2805,649937
2067,225135
3411,682979
2173,615498
3296,200156
2067,646809
2587,542262
1402,666081
2188,410411
1897,453552
2879,480048
3095,576263
2988,396452
1221,556048
1957,530624
868,546924
2490,399487
2747,499949
1683,542255
1800,237371
2541,662622
1356,670937
1616,445773
1629,352632
1640,401285
3288,244658
2576,181482
3104,234742
2014,150163
962,358127
3047,551387
1480,533228
3080,385288
2155,327194
2221,317121
1469,574821
2175,347516
839,417125
2224,469498
1046,679704
2913,642172
814,362363
2748,376181
1163,312405
2471,339737
1511,165275
2579,694546
1292,427157
968,450197
2921,590181
1052,509864
2653,182206
3494,310892
1101,543352
3356,695306
1493,513130
2223,674156
1822,464538
3326,579961
3013,250677
3343,222613
1693,309629
1698,504847
3380,651728
1520,348506
2049,286018
2551,374763
1174,334362
1761,282472
3073,224764
2927,259538
1577,323916
1474,263554
1974,185194
1011,330505
2889,428613
1944,408193
1332,151000
803,608616
3368,545275
1173,168742
1200,162457
1910,433444
2327,681019
2345,288997
1596,215018
1270,577448
2298,215368
929,590904
3082,236080
1182,482266
2197,279970
2266,414930
2088,216887
2158,215571
845,187397
2191,424603
860,270110
2333,356280
969,399403
2524,557793
3490,572347
1724,364915
2505,675644
1745,663415
2702,295425
2601,466128
1231,177478
1851,327776
2086,543278
2648,505231
2550,417050
1389,570023
2183,301066
830,672959
3240,372681
1869,684906
2935,430337
2371,507165
3333,323281
2275,318713
2520,332267
3013,568818
1918,251437
3206,189406
3074,529331
2665,229945
1090,521796
894,425018
1898,634283
2027,246476
1313,406147
1719,451713
2181,286323
2298,478688
2678,219744
856,284399
2959,453294
1834,169565
2570,698617
1041,303172
3154,259591
1136,378616
2214,634284
2684,276336
1686,457778
1130,205377
2755,465812
846,338634
926,688918
1025,240943
3410,366891
1267,280788
2349,520072
1544,672597
2309,329108
1892,210012
2787,355643
1848,293982
2045,276544
1226,250820
3205,317642
2787,320111
1159,226516
1330,187345
2555,560435
1460,595730
1940,297066
2323,501751
1847,469736
999,162842
3007,163404
3295,187340
3173,150384
1736,279403
