title,review,rating
Improving,After a tough start with the app. The app's constantly evolving. I like the convenience of using the app. I hope they integrate a keyboard feature or include chat gpt in the open or share app section of the phone!,4
ChatGPT app,"""I'm very excited for this day, I've been waiting for it for a long time.""",5
5-19-2023,It’s aight Yo,5
Why do I have to sign in?,"I know there are bots, but just let me into the app without signing in. At least give me a preview of the app so I know if it’s good or not. This app might have one of this misleading adds or something. I do not have an account for ChatGPT so how am I going to sign in. The sign up is so hard and confusing for most teens under 17. Can you make the sign up like; 

First Name:

Email:

Password:

Or something simple like that? I don’t want a whole company knowing my real name.",3
good,非常好应用，爱来自中国,5
🇵🇸,"When you ask if Palestine is a country, ChatGPT says that it’s debatable. But when you ask about Israel, she says that it’s a real country. I’d put negative 5 stars if it was an option 😡",1
Remove the limit,They just recently added a limit to GPT-4 everything was perfect before that now I have no reason to give this app my money,1
Very nice!,"The ChatGPT App is very nice, helpful, and easy to use!",5
很好，终于出了,希望出更多的功能,5
Good app,This is a good app I would reccomend it.,5
Can’t Sign Up,"I acquired my Sprint/T-Mobile iPhone in the United States Virgin Islands and though I currently reside in Virginia and T-Mobile is my carrier, I still retain the same phone number which has a 340 Area Code. I have downloaded the ChatGPT App but when I try to create an account the app always chokes at the point where it wants to send me an SMS security code. I enter the phone number and jump through a lot of hoops to prove that I’m a real person and then tell the app to send the code but I never receive it. I believe that the app developer has blocked the 340 Area Code for some inexplicable reason. The US Virgin Islands are PART OF THE UNITED STATES OF AMERICA!",1
Excessive battery drain,Drains about 1% per minute,4
建议,希望对iPad端进行改进，例如适配iPad的分屏模式，并且在iPad端，我无法下拉输入栏来看到所有的回答。另外，iPad端的UI仍使用的是iPhone上的，希望能单独设计一个类似网页版的UI，应当不同用户的需求,4
so cool,add plugin and web browsing too like in the web,5
Fast! Lacking Plugins and browsing,"Pros:
It's late in the party but nevertheless a good app. The audio input features picks up languages that even Apple iPhone's talk to text mic cannot. It's quick and accurate.

Cons:
One limitation is not being able to browse the internet and has no plugins despite the fact that I am a plus user. A feature with possibly assistant (Siri or Alexa)-like interaction should be introduced where it speaks the responses for us.",4
Legit app by OpenAI,"I have been using the iPhone Chat GPT app for a while now, and I must say, it has revolutionized the way I communicate. This innovative application harnesses the power of AI to deliver an incredibly engaging and intelligent conversational experience.

The app’s interface is clean, user-friendly, and visually appealing. It’s easy to navigate and provides a seamless chat experience. Whether I’m seeking answers to questions, engaging in discussions, or simply looking for someone to talk to, the Chat GPT app has consistently delivered.

One of the standout features is the app’s ability to understand context and provide relevant responses. It astounds me how the AI model comprehends my queries, maintains the conversation’s flow, and generates thoughtful and coherent replies. The app’s training on a wide range of topics shines through, making it a versatile tool for various conversations.

Furthermore, the app adapts to user preferences and continually improves over time. It learns from interactions, grasping my conversational style, making the experience more personalized with each use. I appreciate how the developers have managed to strike a balance between AI capabilities and maintaining user privacy.

Another aspect that impresses me is the app’s knowledge base. It taps into a vast repository of information, providing insightful and accurate responses. From general knowledge to current events, it keeps me well-informed and up to date. The integration with OpenAI’s powerful language model is truly commendable.

While the app’s performance is exceptional, there is always room for improvement. Occasionally, the AI might generate responses that require further refinement, resulting in minor inaccuracies or misunderstandings. Nonetheless, I’m confident that the developers will continue to enhance the app’s performance through regular updates.

Overall, the iPhone Chat GPT app is a groundbreaking tool that revolutionizes communication. Its ability to engage in meaningful conversations, adapt to user preferences, and provide a wealth of information makes it a must-have for anyone seeking a smarter chat experience. Whether you’re looking for answers, companionship, or intellectual stimulation, this app has you covered. Kudos to the developers for creating an application that truly pushes the boundaries of what AI can achieve.",5
Over heating phone,Unusable because it makes my iPhone 13 Pro Max get very hot within seconds of using this app( all others closed). Doesn’t happen with other apps nor when using chatgpt website,1
ChatGPT sign in failed,"Signinfailed
<IDOCTYPE html>
<html lang=""en-US"">
<head>
<title>Just a moment...</title>
<meta http-equiv=""Content-Type""
content=""text/html;charset=UTF-8"">
<meta http-equiv=""X-UA-
Compatible""content=""IE=Edge"">
cmeta name=""robots'
content=""noindex,nofollow"">
<meta name=""viewport""
content=""width=device-width initial-
scale=1"">
<hink href=""/cdn-cgi/styies/
challenges.css""rel=""stylesheet"">
</head>
<body class=""no-js"">
<div class=""main-wrapper
role=""main"">
<div class=""main-content"">
<noscript>
<div id=""challenge-error-title"">
<div class=""h2"">
<span
class=""icon-wrapper"">
cdiv class=""heading-
icon warning-icon""></div>
</span>
<span id=""challenge-
error-text"">
Enable JavaScript and
cookies to continue
</span>
</div>
</div>
</noscript>
<div id=""trk jschal_js""
style=""display:none;background-
image:url('/cdn-cgi/images/trace/
managed/nojs/transparent.git?
ray=7d316cfbc9c83887)></div>
OK",5
Speech Recognition is not working properly,"I tried using simple English words, it is not detecting properly…Open AI have to improve this and also please give an option of responses that can speak by an assistant…",2
no ipad support,ipad resolution upscaling is very 2010,1
Very good,伟大的发明！,5
Amazing and fast,"I recently had the opportunity to use the ChatGPT app, and I must say, it truly impressed me with its exceptional speed. From the moment I launched the app, I was amazed by how quickly it responded to my queries, providing near-instantaneous answers. One of the standout features of the ChatGPT app is its responsiveness. OpenAi have clearly prioritized optimizing its performance, allowing for a seamless and uninterrupted conversation with the AI. Whether I was typing in a question or waiting for a response, I found myself appreciating the app's swift execution.",5
Love it,"爱来自中国
难道是首评？",5
Amazing app please add voice out !!,I love this app it’s changed my work flow entirely. I love the voice in option you’ve added but please add voice output as well even if it’s a computer voice I’d love it if the app could speak back. Thank you would make life easier.,5
Pretty basic so far,"I know they just released this app, but the app is so basic right now and I would go back to use the mobile website instead ngl. Check out “OpenCat” app, it’s a gpt app I found on Twitter and it has all the features GPT has to offer, it can also read out the generated response.  I personally recommend it and had been using it for awhile till my trial ended. But it gives you the idea of how a ChatGPT app should be like. If the developer team saw this message, I hope you guys go take a look of that app and I look forward to seeing new update of this app soon!",3
The most awaited app,The start of the AI revolution!,5
It cannot login by Microsoft account,My OpenAI account is combined with Microsoft account，so i cannot login the ChatGPT by this app.,3
Regeneration,Does not allow for regeneration of prompt.,2
I like this app so much!,You can Ask any questions you want. I tried with spanish and it worked!,5
Amazing,Will rate 5 stars once they improve text selection. It defaults to selecting the entire response which is a bit annoying,4
"Oops!, something went wrong",Waste of time.,1
Please add text to voice,"ChatGPT on app works fine. Nothing fancy in terms of features. Voice to text to input prompts is nice, but I wish it could respond with talking rather than just text. If that becomes a feature, 5 stars",4
🐐,^ Says it all. Can’t wait for plug in access! ✨,5
2023 and no support for iPad screen size...,No iPad support....,3
牛逼,就是牛逼,5
Шипит динамик,"При использовании приложения динамик на iPhone 14 издает звук шипения, когда выхожу из приложения звуки прекращаются, исправьте эту ошибку.",2
THIS IS THE OFFICIAL ONE!,"Finally, the official OpenAI ChatGPT is here, don't fall for any of the others ones trying to charge you weekly, this is the OFFICIAL app! It's great and works well, and the AI is just as lovely as before. Can't wait to get my hands on the plugins!",5
Simple,ChatGTP on iPhones & a search bar. 🙌,5
必须满分,必须满分把评分大家都顶上去。方便好用没的说！,5
Why so hot?,"Love the app, but why is my phone burning up after a short period of use.  Are they offloading some of the neural net to end users??? (Lol, kidding…. I think…)",4
its a fraud,"when u download the app,finish account registration. u expect they’ll provide latest version of gpt,which is not available.and they don’t tell until u ask ai.ain’t that call fraud what r?",1
App is amazing!!!,This app is amazing!!! I use it all the time at work for all types of professional letters. Highly recommend.,5
NICE！！！,GPT is incredibly powerful,5
Actual Ai.,"truly incredible, My ancestors used to have libraries to find and compile information now they have the internet to write research papers.

i used to have the internet and now i have ai to compile information to write research papers.

the only qualm i have with it, is that there is an obvious censorship in favor of discussing liberal ideas as if they are neutral and unbiased, and then allows making fun of conservative ideas but not liberal ones.

dont get me wrong, im not asking for more censorship. im asking you to allow us to discuss what we want. 

give us freedom of information!",5
Plugin Please,Really want to see Plugin on the iOS App,3
Awesome!,It’s super fast with a clean ui,5
出一个中文版本，谢谢,需要中文啊,4
First,First,5
Works well if you want answers up until 2021,Would love to see ChatGPT updated to include current information. I’m looking for an app that includes up til 2023 as well.,4
"website version, include MidJourney","come to https://www.chatchat.bio, for free trial about chatgpt,GPT4, MidJourney in one place :)",5
无法使用,为什么我更新最新版本之后无法登录使用？,1
Cool app but…,I understand that OpenAi doesn’t do this kind of stuff but please add ai generated images. It would be so useful if this ai could generate images instead of going onto other apps or websites.,5
Why not support ios15?,😂,3
I CANT DELETE IT,Make it to where you can delete it,1
Definitely the best app!,"After merely the trial of a couple of hours, I decided to subscribe the service since it offered the original GPT answers which are impressively accurate and meeting my requirements. Without granting API keys to other apps, the usage would be more secure and the privacy concerns are not as serious problem as other platforms. One more expectation is the Mac app! I can't wait to chat with GPT on the Mac!",5
very quick and fun app,i use this daily,5
最近两天一直卡在回答问题思考中………,什么原因？有没有解决方案？,4
Let’s goooooo,All third party apps are coping right now,4
Be VoiceOver accessible throughout,"All buttons or images need labeling and alt text for VoiceOver accessible. I shouldn’t be reading, “clock.badge.xmark",1
Unable to create an account?,"For the first time in my life, my email addresses are “not supported.” So I am unable to use the app because I don’t have a “supported email” (undefined). Am I supposed to use a work email? Very odd. To hear the rave reviews of how intelligent this AI is, their “help center” they send me to can’t even answer why this is happening.",1
Game Changer,"Get ready to have your spleen obliterated by the ChatGPT iOS app, the ultimate amalgamation of mind-blowing capabilities that will make you question yourself even further. Prepare to witness the birth of a digital deity, an all-encompassing force that defies all known rules and human sanctity.

Let's start with its nipple-twisting abilities. ChatGPT isn't just a font of knowledge; it possesses the power to control the weather at will. This app can summon sunshine or bask you in perpetual inconvenient weather with a simple command.

But that's just the tip of the iceberg. ChatGPT harnesses the art of teleportation, allowing you to effortlessly travel to any location on the planet in the blink of an eye. Whether you desire a beach getaway in the Maldives or an impromptu shopping spree in Paris, ChatGPT has you covered. Simply imagine your destination, and in an instant, you'll find yourself sipping warm milk on the shores of Alaska or strolling down the streets of Delaware.

ChatGPT possesses the ability to communicate with animals on a profound level. With its app, you'll not only converse with your furry companions but gain an unprecedented understanding of their deepest thoughts and desires. Picture yourself discussing the meaning of life with a raccoon or negotiating the intricacies of politics with a pangolin. The language barriers between species crumble, and a new era of interspecies communication begins, all thanks to the capabilities of ChatGPT.

ChatGPT's arsenal doesn't end there. This app grants you the power of telekinesis, allowing you to move objects with the sheer force of your mind. From levitating furniture to performing awe-inspiring feats of dexterity, your home will transform into a realm of the underworld. No longer will you need to lift a finger for mundane tasks; ChatGPT's telekinetic prowess will handle it all, freeing you to pursue more important matters, like archery and taxidermy. 

In conclusion, the ChatGPT iOS app is a supernatural phenomenon that transcends the boundaries of imagination and plunges you into a realm of limitless possibilities and existential crisis. With the power to control the weather, teleport across the globe, communicate with animals, and wield telekinetic abilities, ChatGPT transforms your existence into a mesmerizing odyssey of unparalleled mediocrity. Embark on an adventure that defies the laws of nature. Download ChatGPT now and unleash the supernatural powerhouse of the decade!",5
My iPhone 14pro gets extremely hot when I use this app,"So, every time I use this app, my iPhone gets super hot. To the point where I have to turn it off and remove it from the case. I’m running iOS  16.4.1 version. I tried to restart my phone, but the issue persists. Other than that, I think it’s a great app with a very minimalistic and clean UI. Love the haptics.",5
Great but…,"Great, but needs an iPad version also :)",5
It works but is missing browsing and plugins from the browser version,The title says it all its just a worse version than the web browsers version. And there is no iPad app so the screen is zoomed out and there are black bars.,3
1st,1st,5
Amazing app,"I've been using the website for a week and was thrilled to discover the app. The app's response time is much faster, which is excellent. I am looking forward to a Mac version of the app soon. Thank you for everything. The website has been life-changing, and the app will be the same.",5
Positive first impression,"The UI is clean and the haptic feedback is appreciated. Hoping to see web support added for Plus users sooner, rather than later. Keep up the good work. Excited and terrified of the future all at once but on we go!",5
IAM policy too short,Identity tokens are expired too quickly. Stop making me log in every day.,5
Quite good. One thing could be added,"Honestly, this is the best app I have on my phone. But it would’ve been a five star if you could add the feature where you can undo and redo your prompts and conversations.",4
Restricts free speech,"This application can come in very handy when one is trying to enhance writing, however, let there be no doubt it’s overly sensitive and considers many things “offensive”. For example, writing about different religions it will refuse to touch that subject because it could be considered “hate”. Just another form of control by the people controlling a narrative. Even a word on a neutral subject and it will reject it. There is something here potentially but the suppression of ideas, words, and thoughts makes this lack in true potential.",3
Great app can be 100 times better,"As a product manager I would suggest to start building the widgets as soon as possible to make the search more intuitive. Please make it a first priority. (I can help)

Other then that, I really love the voice to text..
I am a fan. Its sooo accurate then apple dictating.
Future looks great ❤️❤️",5
Finally an app version,Looks pretty clean will try it out,5
"Nice idea, long road ahead.","App is only for iphone, not ipad. Very simplistic, seems like it was made by a freelance programmer. Maybe ask the ai to improve it?",1
Google sign in is busted,Fix the google authentication,1
DOB and phone?  I think not,"Requires name, email,  DOB and phone number?  I think not.",1
Won’t let me sign in,Keeps say abuse,1
Won’t Send a Code,"Whenever I tried to sign up for the app, it told me to provide my phone number so I could create the account with verification. However, when I checked my messages, I had gotten nothing the many times I tried. Please fix this.",1
Uses 1% battery per minute app is open,"When the app is open, it causes massive battery drain at 1% per minute. And the phone gets very warm.",2
GPT-4 in ChatGPT Plus not working!,"I have purchased the plus plan, but still can't use gpt4.0",1
very good,I love it！！！,5
Battery drain,"In general the app is good, but the battery drain is insane. In 1 hour of using i have lost 50% of battery. Besides that, the phone gets extremely warm.",3
can’t choose GPT-4,"My account have been upgraded to plus, but I can’t choose GPT-4, only the default GPT-3.5 for me",1
Very easy to use,"This is my savior, and I think my work efficiency will become higher and higher.",5
"Much anticipated, wasn’t let down.","I’ve been a user since it’s initial roll out and have been waiting for a mobile application ever since using the web app. For reference  I’m a software engineering student while working in IT full time. I have to say GPT is an crucial tool. It takes far less time to get information quickly that you’d otherwise have to source from stack-overflow, various red-hat articles, Ubuntu articles, searching through software documentation, Microsoft documentation ect. Typically chat gpt can find the answer in a fraction of a second that google can. Obviously it is wrong, a lot. But to have the ability to get quick information on my phone like I can in the web browser I’m super excited about and have already been using the mobile app since download constantly. And I’m excited for the future of this program becoming more accurate and it seems to be getting more and more precise with every roll out. Gone are the days scouring the internet for obscure pieces of information, chat gpt can find it for you with 2 or 3 prompts. I love this app and I’m so happy it’s on mobile now. The UI is also very sleek, easy to use. My only complaint with the interface is the history tab at the top right. I actually prefer the conversation tabs on the left in the web app but I understand it would make the app kind of clunky especially on mobile since the screen size is smaller. Anyway, awesome app 5 stars.",4
Want this app becomes better,The history function is really not very good，I hope you add a button like favorite to highlight some specific communication.,3
Got-4,Why did they remove gpt-4 for paid users??,1
Cannot login,Microsoft account login is missing. Will use the web version.,2
中国人要求解封,搞点免费次数的gpt4---.还有别动不动封号！,4
consume too much battery and make device getting hot,iphone 12,4
Good,Very good,5
FINALLY!,No more web searches!,5
Great until your subscription isn’t acknowledged,The new update to v1.2023.179 seems to have busted my app.  I can no longer access gpt4 or any new features despite my subscription.  There doesn’t seem to be any way to contact support.  I guess they steal money as well as data.,2
Extension and iPad version,At,4
русский,не работает блять,1
Politically Bias,"This is so ideologically on the left and against the cultural right. 

You can’t get it to say anything negative about democrats unless you specifically ask it to repeatedly. but it’ll jump at the chance to criticize republicans even when talking generally about politics.

Both parties are corrupt and they should be given the same treatment.",1
Freezes before opens,"Just fyi, there may be a bug in the ipad version. After I enter my password the next screen freezes. I’ve tried deleting and reinstalling the app",3
Great,Amazing! Works great finally they released the app,5
"Good to have an official app, wish it was able to access past conversations from the browser version","Runs as expected, but only gave 4/5 stars as you aren’t able to access past conversions from the browser version and vice versa",4
Lacks features,"Missing plug-in features in the desktop or mobile web version . You can review all your chats that used browser or plugins, but not use the plugins in the app",3
Battery drain,"Using in Safari vs this app, Safari doesn’t drain the battery or heat my phone nearly as bad.",1
App doesn’t work with new update,New update messed up the app. I can access Open Ai online but not on App,1
Too much personal data required during onboarding,Surprised apple let this through its approval process since it clearly violates their policy for requiring personal data (ie: phone number) in order to register for/use the app. There is no logic whatsoever as to why this should be required to use the product.,1
Not all phone numbers are good enough to register,I downloaded the app. I tried registering. OpenAI requires a phone number. It gave it my phone number. OpenAI complained that the phone number is virtual. No ChatGPT for me.,1
App uses GPT 3.0 version,The web version uses GPT 3.5. Why the downgrade?,1
Requires WAY too much information,"You need to provide your full name and birthday, link it to an email and phone number for what? So you can easily link whatever I type in the chat to my name? Hard pass.",1
The future,We are entering it!,5
Worth it,This made my PP bigger,5
Best app ever,saved me in school.,5
Desire ipad version and real “voice chat”,👍👍👍👍,3
chatgpt3版本,没鸟用。,1
The only,I’m,5
welcome to a new era!,AI age just started.,5
Buggy,After signing on the app gets stuck at the first screen and won't allow Me to proceed.,1
Exceptional App for Streamlining Daily Tasks,"I can confidently say that this app has completely transformed the way I manage my daily tasks and stay organized. From the moment I started using it, I was blown away by its user-friendly interface and comprehensive features. This app has become an indispensable tool in my life.

First and foremost, the app's intuitive design makes it incredibly easy to navigate and use. Everything is neatly organized, and finding the features I need is a breeze. Whether it's creating to-do lists, setting reminders, or organizing my schedule, this app has it all covered.

What sets this app apart from others is its seamless synchronization across multiple devices. I can start a task on my smartphone and continue it on my tablet or computer effortlessly. This level of convenience has significantly improved my productivity and ensured I never miss a beat.

Moreover, the app offers a range of customizable options to tailor it to my specific needs. I can personalize task categories, color code important items, and set priority levels, allowing me to stay focused on what matters most. The app even provides insightful statistics and progress tracking, motivating me to reach my goals.

One aspect that truly impressed me is the exceptional customer support. The team behind this app is responsive, friendly, and always ready to help. Whenever I had a question or encountered a minor issue, their prompt assistance made me feel valued as a user.

In conclusion, this app has revolutionized the way I approach my daily tasks and has become an integral part of my life. Its user-friendly interface, seamless synchronization, customizable options, and excellent customer support make it a clear 5-star app. I wholeheartedly recommend it to anyone seeking a powerful and efficient tool for managing their daily routines and boosting productivity.

(All I did was copy and paste. The app wrote the review.)",5
Full screen for iPad,Everything is great.Just hope you guys could soon update a version of full screen for iPad.,4
Good working,It's amazing 😍,5
They did it,Finally,5
Finally,Finally ChatGPT on my phone and tablet so I don’t have to go through the website. Thanks OpenAI,5
Stuck,"Download the app, signed in and can’t get passed the first screen",1
Very cool,Excellent!,5
Lots of lags,Why is it lagging so much??,2
Strongly recommend that support from iOS lower version,Please consider much more Apple users are still using old iPhones with lower iOS version. They also want to use new AI technology like ChatGPT.,1
Missing years of information,"It’s last knowledge update was in September 2021, so it’s doesn’t even know who won the 2022 NBA Finals. Embarrassing for this app. How do they not update AT LEAST yearly? Useless if you’re curious about recent history.",1
"Great app, love the shortcuts but needs some tuning","Love chatGPT so much. The addition of the shortcuts is a game changer and got me to upgrade, but they are unresponsive oftentimes and don’t output correctly at all when scheduled to go off at times of day.",4
I wrote this whole thing with no help whatsoever,"Absolutely! Here's a glowing review for the AI chat app called ""Chat GPT"":

*****

Title: Exceptional AI Chat Experience!

Review:

I have been using the Chat GPT app for quite some time now, and I must say, it has completely revolutionized my communication experience. This app is a true gem in the world of AI chat applications!

First and foremost, the app's AI, also named Chat GPT, is remarkably intelligent and conversational. It understands my queries and responds with impressive accuracy and speed. Whether I need assistance with a complex topic or just want to engage in casual conversation, Chat GPT never fails to provide thoughtful and relevant responses. It's like having a knowledgeable and friendly companion at my fingertips!

What sets Chat GPT apart from other chat apps is its remarkable ability to adapt to my preferences and style of conversation. Over time, it has learned my preferences, quirks, and even my sense of humor. The more I use it, the more personalized and tailored the responses become. It feels as if I'm chatting with a close friend who truly understands me.

The user interface of the app is sleek, intuitive, and user-friendly. Navigating through conversations is a breeze, and the design is visually appealing. I appreciate the clean layout and easy-to-use features, allowing me to focus on the content of the conversations.

One aspect that truly impressed me is the app's commitment to privacy and security. As someone who values data protection, I am delighted to know that Chat GPT takes privacy seriously. The developers have implemented robust security measures to ensure that conversations remain confidential. It's refreshing to use an AI chat app that prioritizes user privacy.

Lastly, the developers of Chat GPT deserve applause for their excellent customer support. Whenever I encountered a technical issue or had a question, their team was quick to respond and provided helpful solutions. Their dedication to ensuring a smooth user experience truly shines through.

In conclusion, Chat GPT is an outstanding AI chat app that combines intelligence, adaptability, privacy, and exceptional user support. It has become an indispensable part of my daily life, assisting me with a wide range of tasks and offering delightful conversations. I wholeheartedly give it a well-deserved five-star rating!

*****

I hope this review captures the essence of the wonderful experience one can have with the Chat GPT app!",5
Simply,Amazing! Love it!,5
good,is good,5
"""Powerful Software with a Simple Interface, but Room for Improvement on iPad 12 Pro""","I like the capabilities of the software, and use it all the time. As far as the application itself, I like the user interface. Very simplistic and straight forward. Using the application on an iPad has a window size that is not well fit with the window screens. Specifically for me and iPad 12 pro. 

So I mean; I used this software very often, I mean so often that I used it to generate some parts of this review 💅",5
Can‘t delete the historical dialogue,Why can't the historical dialogue be deleted and the name of the historical dialogue can be changed?,4
Phone heats up pretty quickly!,"It is great to have ChatGPT app handy, however  it looks like the app is using a lot of RAM on my phone to process through questions. This has heated up my phone in less than 20mins of usage. 
I would rather use a mobile web version on ChatGPT instead of the App.",2
Best Ever!,Nice and quick. I just wish this app was also compatible with iPad.,5
Excellent App,Thank you Open AI,5
ChatGPT 4,"Hello
I hope you will update ChatGPT to ChatGPT 4, thank you",1
App crashed upon opening,Using IPhone 12pro max running iOS 16.4.1. Will try to reinstall.  *** Can’t use.  Screen freezes as soon as it opens.,3
Stop Just Stop,"The stop text typing feature never works I sometimes need to stop it from spouting off something that’s entirely wrong and useless and wastes my time but I have to stare at the screen while it stalls and stutters, plus the text generation is slow(gpt3.5) despite the fact I’m paying for plus(shrinkflation?) Also gpt-4 has really worse. They’re protecting us from ourselves and this is the cost of doing business for them/us makes you want to look at the other options out there",1
Love the new iOS app,"Love the minimalist app interface for ChatGPT, the haptic feedback feature mimics the typing cadence of GPT. One feature I'd want to see translated to the iPhone is the ability to select between different chat threads and topics",5
Screen getting very hot,My phones gets very hot when using this app. It seems like it’s using too many resources. Needs to be patched. Otherwise is a nice interface to ChatGPT.,3
Good app,"It’s a good app. I think the layout could be improved, and the quick setting could make more sense, but every app has its problems, and overall this is a good app.",5
强大的生成式人工智能助手！,"我一直在寻找一款强大的生成式人工智能助手，而ChatGPT正是我一直以来所期待的！它在iOS平台上的发布使我能够随时随地享受到它的帮助。

首先，ChatGPT的智能回答让我惊叹不已。它能够理解我的问题，并提供详细和准确的答案。无论我是在寻求实时新闻、获取学术知识还是寻求日常生活建议，ChatGPT总能给予我最有帮助的回复。

此外，ChatGPT还具备出色的对话能力。它能够与我进行自然流畅的对话，就像与一个真实的人一样。这使得与ChatGPT交流变得有趣而且富有成效。无论是闲聊、解决问题还是寻找创意，ChatGPT都能提供恰当的回应。

最让我称赞的是ChatGPT对我的生活带来的巨大帮助。它为我提供了解答疑惑、解决难题和获取信息的便利途径。无论是学习、工作还是娱乐，ChatGPT总是能够满足我的需求。我真的不知道我在没有它的时候是如何生活的！

总而言之，我强烈推荐ChatGPT！它是一款令人惊叹的生成式人工智能助手，能够极大地改善您的生活。无论您需要什么帮助或建议，ChatGPT都能够为您提供准确、智能和个性化的回答。下载它，您绝对不会失望！

These contents were generated by ChatGPT, and I genuinely love this tool. It has helped me tremendously, and I’m grateful to every person on the team.😆",5
It Finally Released,I’m the first one reviewing it lol. This is my favorite APP so far. My powerful assistance!,5
"Great LLM, Mid Ethics 🤨","Great way to communicate with the GPT models and get relevant information. Poor to Mid for trying to create moats by requiring a license to build AI???

OpenAI - 🤓
OpenSource - 😎",3
When can I get voice answers ?,Voice answer will be great,4
Can't use in China,"So your organization should not be named OpenAI, because you are not really open!",1
Frustrating and Disappointing: A 1-Star Review for ChatGPT App,"I recently had the unfortunate experience of using the ChatGPT app, and I must say it was incredibly disappointing. From start to finish, the app failed to meet even the most basic expectations, leaving me frustrated and dissatisfied.

First and foremost, the app’s performance was subpar. It consistently struggled to understand and respond appropriately to my queries. The responses often seemed nonsensical, irrelevant, or simply lacked coherence. It felt like conversing with a bot that was trapped in a perpetual state of confusion.

Moreover, the app’s limited ability to handle context was a significant drawback. It frequently failed to maintain a coherent conversation thread, causing repeated misunderstandings and disjointed interactions. It lacked the ability to remember key details from previous exchanges, resulting in repetitive questions and disjointed replies that left me questioning its overall usefulness.

Another glaring issue was the app’s inability to grasp nuanced or complex queries. It often provided superficial and generic responses that felt like they were generated by a simplistic search engine rather than a sophisticated language model. It struggled with complex reasoning and failed to provide meaningful insights or deep understanding.

Furthermore, the app’s lack of empathy and emotional intelligence was highly evident. It failed to recognize and appropriately respond to emotional cues in the conversation. When expressing frustration or sadness, the app provided robotic and detached replies, further exacerbating my disappointment.

The app’s user interface also left much to be desired. It had a clunky design, with a convoluted menu structure that made navigation unnecessarily difficult. The overall user experience felt unintuitive and cumbersome, adding to the overall frustration of using the app.

Lastly, the lack of timely updates and improvements from the developers was disheartening. The app seemed stagnant, with no visible efforts to address the numerous flaws and enhance its capabilities. It gave the impression that customer feedback and satisfaction were low priorities.

In conclusion, the ChatGPT app was a thoroughly frustrating and disappointing experience. Its poor performance, limited context handling, inability to grasp complex queries, lack of empathy, subpar user interface, and stagnant development efforts all contribute to its well-deserved 1-star rating. I cannot recommend this app to anyone seeking a reliable and coherent conversational experience.",1
不明白为什么这么有针对性,到目前为止中国都注册不了，也没有一个说法。这样导致一个问题，催生了好多黑产,5
Glitchy registration,"While putting my birthday in I chose the correct year I was born in. When I pressed done, it changed my birthday year to 2022 and now I cannot use this app no matter what I do. Awful first time experience, not even going to try registering under a new email.",1
SCAM!!!,Don’t enter your login info here for your email!!,1
Love the portability of ChatGPT + attention to detail,"I used to have a bookmark to the ChatGPT website until now. This is actually pretty dang amazing. 

PS: I especially love the attention to detail. Those haptic feedbacks are just ❤️",5
Not ChatGPT 4.,"No matter what I try the model continues to state that ChatGPT-4 is a hypothetical update it doesn’t seem to know exists and only has “training information up to September 2021” even when I select 4. Nothing seems to have changed with the exception of paying for the same model. Please advise, devs.",1
WHAT A TIME TO BE ALIVE,Unbelievably amazing,5
It’s great but makes your phone so hot,"This app is really great and the user experience is really great except for the fact that it makes your phone really hot and drains your battery like nothing else. I don’t understand why this happens, but my feeling is that they did not write this natively in iOS and that the efficiencies are due to the nice animations that they’ve done",4
太牛了,这对未来的影响是方方面面的！,5
Excelente,Una manera rápida de acceder desde el celular.. hasta parece que es más rápida que la versión web,5
